FID,wkb_geometry,id,parkomat_id,vejkode,p_zone,beboer_zone,vejnavn,husnr,placering,ejerlavkode,opret_dato,ret_dato
parkomat.1,POINT (12.564080823816997 55.67017506175936),33,4406,7444,GRØN,VP,TIETGENSGADE,,,2000179,2010-03-01,
parkomat.2,POINT (12.564161158933818 55.670011091625724),34,4407,7444,GRØN,VP,TIETGENSGADE,69,,2000179,2010-03-01,
parkomat.3,POINT (12.563769728594146 55.67019705259214),35,4408,7444,GRØN,VP,TIETGENSGADE,72,,2000179,2010-03-01,
parkomat.4,POINT (12.572719502925628 55.69027643417459),36,4283,7280,GRØN,ØV,SØLVGADE,96,,2000173,2010-03-01,
parkomat.5,POINT (12.58912919899102 55.68816494846281),37,4216,0716,GRØN,KA,BORGERGADE,-,,2000166,2010-03-01,
parkomat.6,POINT (12.58600051901629 55.68450717840108),38,4244,0716,GRØN,KN,BORGERGADE,24,,2000166,2010-03-01,
parkomat.7,POINT (12.586260675395051 55.688364460327655),39,4222,2188,GRØN,KA,GERNERSGADE,41,Husmur,2000166,2010-03-01,
parkomat.8,POINT (12.584135334410753 55.686669176086426),40,4226,3736,GRØN,KA,KLERKEGADE,19,,2000166,2010-03-01,
parkomat.9,POINT (12.584541721671057 55.68730115021712),41,4227,3996,GRØN,KA,KRONPRINSESSEGADE,39,,2000166,2010-03-01,
parkomat.10,POINT (12.585106963262334 55.68772651979323),42,4228,3996,GRØN,KA,KRONPRINSESSEGADE,66,,2000166,2010-03-01,
parkomat.11,POINT (12.561781016082623 55.67391042037744),43,3892,8204,GRØN,VP,VESTERBROGADE,8,,2000151,2010-03-01,
parkomat.12,POINT (12.561921543590792 55.673518017408135),44,3893,8204,GRØN,VP,VESTERBROGADE,9B,,2000151,2010-03-01,
parkomat.13,POINT (12.585979983607496 55.6877344990436),45,4235,6272,GRØN,KA,SKT PAULS GADE,-,,2000166,2010-03-01,
parkomat.14,POINT (12.584183738504553 55.688236173408285),46,4279,5844,GRØN,KA,SANKT PAULS GADE,-,,2000166,2010-03-01,
parkomat.15,POINT (12.586067954762948 55.68224931690423),47,4310,6948,GRØN,KN,STORE KONGENSGADE,26,,2000167,2010-03-01,
parkomat.16,POINT (12.58659321738145 55.68287871501967),48,4311,6948,GRØN,KN,STORE KONGENSGADE,40,,2000167,2010-03-01,
parkomat.17,POINT (12.580296025814958 55.68821824260729),49,4242,8612,GRØN,KA,ØSTER VOLDGADE,8,,2000166,2010-03-01,
parkomat.18,POINT (12.582827985839582 55.682157443758946),50,4251,2272,RØD,KN,GOTHERSGADE,,,2000162,2010-03-01,
parkomat.19,POINT (12.571514236979088 55.68502040204073),51,4061,2272,GRØN,NV,GOTHERSGADE,137,,2000164,2010-03-01,
parkomat.20,POINT (12.567281835410524 55.68631059414818),52,4074,2272,GRØN,NV,GOTHERSGADE,156A,,2000164,2010-03-01,
parkomat.21,POINT (12.56705626596921 55.686189311940325),53,4075,2272,GRØN,NV,GOTHERSGADE,165,,2000164,2010-03-01,
parkomat.22,POINT (12.577342941853338 55.67217310886038),54,4252,8252,GRØN,RH,VESTER VOLDGADE,106,,2000179,2010-03-01,
parkomat.23,POINT (12.577405705872106 55.672369011537775),55,4012,8252,GRØN,RH,VESTER VOLDGADE,125,,2000179,2010-03-01,
parkomat.24,POINT (12.57649465809367 55.67282960921089),56,4011,8252,GRØN,RH,VESTER VOLDGADE,121,,2000179,2010-03-01,
parkomat.25,POINT (12.575551355533023 55.67306535130842),57,4010,8252,GRØN,RH,VESTER VOLDGADE,98,,2000179,2010-03-01,
parkomat.26,POINT (12.574899155437373 55.673682036897496),58,4009,8252,GRØN,RH,VESTER VOLDGADE,109,,2000179,2010-03-01,
parkomat.27,POINT (12.567395060107238 55.67726630182138),59,4001,8252,RØD,NV,VESTER VOLDGADE,10,Husmur,2000179,2010-03-01,
parkomat.28,POINT (12.577601129793328 55.69483441915578),60,4254,1184,GRØN,ØV,COLLINSGADE,9,"Blivende, eksisterende fortovsø",2000182,2010-03-01,
parkomat.29,POINT (12.577714173194247 55.69423178409209),61,4341,8496,GRØN,ØV,ZINNSGADE,10,Ny fortovsø,2000182,2010-03-01,
parkomat.30,POINT (12.56846182630148 55.68637063993822),62,4255,0388,GRØN,NV,BARTHOLINSGADE,2,Eksisterende fortovsø,2000164,2010-03-01,
parkomat.31,POINT (12.567473664109153 55.68676941685137),63,4256,0388,GRØN,NV,BARTHOLINSGADE,9,Husmur,2000164,2010-03-01,
parkomat.32,POINT (12.573919154847118 55.675856248731215),64,3982,4548,RØD,RH,LØNGANGSTRÆDE,19,,2000178,2010-03-01,
parkomat.33,POINT (12.572654970282667 55.675368410556864),65,3983,4548,RØD,RH,LØNGANGSTRÆDE,27,,2000178,2010-03-01,
parkomat.34,POINT (12.578876860358012 55.67845274433906),66,3984,4516,RØD,RH,LÆDERSTRÆDE,8,,2000169,2010-03-01,
parkomat.35,POINT (12.574172618640715 55.677031557837125),67,3988,6156,RØD,RH,RÅDHUSSTRÆDE,3,,2000178,2010-03-01,
parkomat.36,POINT (12.570677060993285 55.679658081895624),68,3989,6280,RØD,NV,SKT PEDERS STRÆDE,2,Eksisterende fortovsø,2000163,2010-03-01,
parkomat.37,POINT (12.569351861112079 55.6792567978082),69,3990,6280,RØD,NV,SKT PEDERS STRÆDE,12,Eksisterende fortovsø,2000163,2010-03-01,
parkomat.38,POINT (12.567491468917838 55.678819275326425),70,3991,6280,RØD,NV,SKT PEDERS STRÆDE,30A,"Blivende, eksisterende fortovsø",2000163,2010-03-01,
parkomat.39,POINT (12.576662101567482 55.67711871420737),71,3992,6656,RØD,RH,SNAREGADE,8,Eksisterende fortovsø,2000168,2010-03-01,
parkomat.40,POINT (12.570557267264963 55.67904201620108),72,3993,7064,RØD,NV,STUDIESTRÆDE,6,,2000163,2010-03-01,
parkomat.41,POINT (12.564674807891217 55.67685348197834),73,4123,7064,GRØN,RH,STUDIESTRÆDE,52,,2000179,2010-03-01,
parkomat.42,POINT (12.568282351370756 55.67953919784131),74,3996,7348,RØD,NV,TEGLGÅRDSTRÆDE,9,"Blivende, eksisterende fortovsø",2000163,2010-03-01,
parkomat.43,POINT (12.584377610146786 55.67868046255023),75,3997,8384,RØD,KN,VINGÅRDSTRÆDE,5,,2000181,2010-03-01,
parkomat.44,POINT (12.578388887828364 55.672325282529975),76,4002,0912,GRØN,RH,BRYGHUSGADE,,,2000178,2010-03-01,
parkomat.45,POINT (12.578917473824776 55.67465421704284),77,4008,7756,GRØN,RH,TØJHUSGADE,7,,2000169,2010-03-01,
parkomat.46,POINT (12.583149641102244 55.67587495792634),78,4013,1044,GRØN,RH,BØRSGADE,,,2000169,2010-03-01,
parkomat.47,POINT (12.587645596716888 55.679248869648404),79,4015,2736,GRØN,KN,HEIBERGSGADE,9,,2000181,2010-03-01,
parkomat.48,POINT (12.588694253766622 55.679565232477856),80,4016,2736,GRØN,KN,HEIBERGSGADE,14,"Blivende, eksisterende fortovsø",2000181,2010-03-01,
parkomat.49,POINT (12.58726693049223 55.677732877042615),81,4017,2964,GRØN,KN,HOLBERGSGADE,4,,2000181,2010-03-01,
parkomat.50,POINT (12.589429135344838 55.67824550002773),82,4019,2964,GRØN,KN,HOLBERGSGADE,,,2000181,2010-03-01,
parkomat.51,POINT (12.589386435354106 55.67835891528228),83,4020,2964,GRØN,KN,HOLBERGSGADE,13,Inventarzone,2000181,2010-03-01,
parkomat.52,POINT (12.586216328992245 55.67845745033338),84,4021,2992,GRØN,KN,HOLMENS KANAL,7,,2000181,2010-03-01,
parkomat.53,POINT (12.586899526793912 55.67672497609644),85,4022,4980,GRØN,KN,NIELS JUELS GADE,9,,2000181,2010-03-01,
parkomat.54,POINT (12.58838792793266 55.68015554334214),86,4023,5112,GRØN,KN,NYHAVN,2,Eksisterende fortovsø,2000181,2010-03-01,
parkomat.55,POINT (12.590099625669362 55.67966464703614),87,4038,5112,GRØN,KN,NYHAVN,16,Husmur,2000181,2010-03-01,
parkomat.56,POINT (12.592108333928838 55.67913069754382),88,4039,5112,GRØN,KN,NYHAVN,42A,,2000181,2010-03-01,
parkomat.57,POINT (12.588337148414734 55.67875827170932),89,4024,5456,GRØN,KN,PEDER SKRAMS GADE,8,Eksisterende fortovsø,2000181,2010-03-01,
parkomat.58,POINT (12.589309788213866 55.6775753697065),90,4042,5456,GRØN,KN,PEDER SKRAMS GADE,19,"Blivende, eksisterende fortovsø",2000181,2010-03-01,
parkomat.59,POINT (12.574678929459644 55.67307445579853),91,4040,5116,GRØN,RH,NY KONGENSGADE,21,,2000179,2010-03-01,
parkomat.60,POINT (12.574445515537999 55.67317736411705),92,4041,5116,GRØN,RH,NY KONGENSGADE,20,,2000179,2010-03-01,
parkomat.61,POINT (12.576163667106394 55.6722766280626),93,4043,6056,GRØN,RH,RYSENSTEENSGADE,3,,2000179,2010-03-01,
parkomat.62,POINT (12.576104735216793 55.67248582685895),94,4044,6056,GRØN,RH,RYSENSTEENSGADE,4,,2000179,2010-03-01,
parkomat.63,POINT (12.569559651682168 55.6830363127927),95,4047,4352,GRØN,NV,LINNESGADE,10,,2000164,2010-03-01,
parkomat.64,POINT (12.56668788420065 55.68551527642283),96,4059,1936,GRØN,NV,FREDERIKSBORGGADE,35,,2000164,2010-03-01,
parkomat.65,POINT (12.566811950443626 55.68559545853576),97,4060,1936,GRØN,NV,FREDERIKSBORGGADE,48,,2000164,2010-03-01,
parkomat.66,POINT (12.571271948666272 55.68443228028022),98,4064,4352,GRØN,NV,LINNESGADE,22,,2000164,2010-03-01,
parkomat.67,POINT (12.564176370518227 55.680756996860616),99,4065,5200,GRØN,NV,NØRRE FARIMAGSGADE,9,Husmur,2000164,2010-03-01,
parkomat.68,POINT (12.5648522554394 55.681668497831495),100,4066,5200,GRØN,NV,NØRRE FARIMAGSGADE,17,,2000164,2010-03-01,
parkomat.69,POINT (12.565426677442389 55.68239692039687),101,4067,5200,GRØN,NV,NØRRE FARIMAGSGADE,29,,2000164,2010-03-01,
parkomat.70,POINT (12.566852689102262 55.68351707130821),102,4068,5200,GRØN,NV,NØRRE FARIMAGSGADE,50,,2000164,2010-03-01,
parkomat.71,POINT (12.566514625526759 55.683621603113146),103,4069,5200,GRØN,NV,NØRRE FARIMAGSGADE,45,Husmur,2000164,2010-03-01,
parkomat.72,POINT (12.567169973229836 55.68281083662001),104,4070,0060,GRØN,NV,AHLEFELDTSGADE,16,Husmur,2000164,2010-03-01,
parkomat.73,POINT (12.569968119596396 55.68500111645497),105,4071,6116,GRØN,NV,RØMERSGADE,25A,Eksisterende fortovsø,2000164,2010-03-01,
parkomat.74,POINT (12.568352292259055 55.68376262005719),106,4072,8144,GRØN,NV,VENDERSGADE,7,,2000164,2010-03-01,
parkomat.75,POINT (12.56522180149589 55.6834459565631),107,4073,0060,GRØN,NV,AHLEFELDTSGADE,29,Eksisterende fortovsø,2000164,2010-03-01,
parkomat.76,POINT (12.563508965001839 55.683088961568984),108,4076,3712,GRØN,NV,KJELD LANGES GADE,5A,Ny fortovsø,2000164,2010-03-01,
parkomat.77,POINT (12.56263145674143 55.68127284293766),109,4077,4940,GRØN,NV,NANSENSGADE,10,Husmur,2000164,2010-03-01,
parkomat.78,POINT (12.563804839256063 55.68226924640005),110,4078,4940,GRØN,NV,NANSENSGADE,38,,2000164,2010-03-01,
parkomat.79,POINT (12.566026395622933 55.68415532344127),111,4079,4940,GRØN,NV,NANSENSGADE,80,Husmur,2000164,2010-03-01,
parkomat.80,POINT (12.567873610411755 55.68571962372745),112,4080,4940,GRØN,NV,NANSENSGADE,94,,2000164,2010-03-01,
parkomat.81,POINT (12.564298109830895 55.68210670836932),113,4081,6300,GRØN,NV,SCHACKSGADE,7,,2000164,2010-03-01,
parkomat.82,POINT (12.563731144687042 55.681483986650626),114,4082,7708,GRØN,NV,TURESENSGADE,10,,2000164,2010-03-01,
parkomat.83,POINT (12.592783742006992 55.67396961070741),115,4438,5364,GRØN,CH,OVERG NEDEN VANDET,49,Eksisterende fortovsø,2000153,2010-03-01,
parkomat.84,POINT (12.593900277716209 55.674581703543964),116,4439,5364,GRØN,CH,OVERG NEDEN VANDET,53,,2000153,2010-03-01,
parkomat.85,POINT (12.588019341707863 55.67049842575223),117,4440,5368,GRØN,CH,OVERG OVEN VANDET,6A,"Blivende, eksisterende fortovsø",2000153,2010-03-01,
parkomat.86,POINT (12.588631331142341 55.670877452331965),118,4441,5368,GRØN,CH,OVERG OVEN VANDET,10,Eksisterende fortovsø,2000153,2010-03-01,
parkomat.87,POINT (12.589371728518959 55.671331659449365),119,4442,5368,GRØN,CH,OVERG OVEN VANDET,28,Eksisterende fortovsø,2000153,2010-03-01,
parkomat.88,POINT (12.593464144005411 55.673764398767524),120,4443,5368,GRØN,CH,OVERG OVEN VANDET,48E,,2000153,2010-03-01,
parkomat.89,POINT (12.595081864856713 55.67477844682126),121,4444,5368,GRØN,CH,OVERG OVEN VANDET,62C,Husmur,2000153,2010-03-01,
parkomat.90,POINT (12.59014633156821 55.671798794553226),122,4365,5368,GRØN,CH,OVERG OVEN VANDET,36,"Blivende, eksisterende fortovsø",2000153,2010-03-01,
parkomat.91,POINT (12.591788519816083 55.671025752830154),123,4445,5612,GRØN,CH,PRINSESSEGADE,7A,,2000153,2010-03-01,
parkomat.92,POINT (12.593705332691087 55.67216768418259),124,4446,5612,GRØN,CH,PRINSESSEGADE,29B,,2000153,2010-03-01,
parkomat.93,POINT (12.59096366988438 55.67416691676163),125,4447,6228,GRØN,CH,SKT ANNÆ GADE,4,Eksisterende fortovsø,2000153,2010-03-01,
parkomat.94,POINT (12.591715140009393 55.67375796722109),126,4448,6228,GRØN,CH,SKT ANNÆ GADE,16,Eksisterende fortovsø,2000153,2010-03-01,
parkomat.95,POINT (12.593325936916457 55.672965488967414),127,4449,6228,GRØN,CH,SKT ANNÆ GADE,17,"Blivende, eksisterende fortovsø",2000153,2010-03-01,
parkomat.96,POINT (12.594823003148623 55.671966272750964),128,4450,6228,GRØN,CH,SKT ANNÆ GADE,10,,2000153,2010-03-01,
parkomat.97,POINT (12.588404532605633 55.67324906740737),129,4452,6992,GRØN,CH,STRANDGADE,10,Eksisterende fortovsø,2000153,2010-03-01,
parkomat.98,POINT (12.590082927503353 55.67412121314642),130,4453,6992,GRØN,CH,STRANDGADE,28,Eksisterende fortovsø,2000153,2010-03-01,
parkomat.99,POINT (12.591282359687453 55.67486044954967),131,4454,6992,GRØN,CH,STRANDGADE,42,Eksisterende fortovsø,2000153,2010-03-01,
parkomat.100,POINT (12.591967833737712 55.67528815674646),132,4455,6992,GRØN,CH,STRANDGADE,46,,2000153,2010-03-01,
parkomat.101,POINT (12.589477752345717 55.67288629824448),133,4456,8340,GRØN,CH,WILDERSGADE,21,,2000153,2010-03-01,
parkomat.102,POINT (12.590780994490318 55.673646953140825),134,4457,8340,GRØN,CH,WILDERSGADE,39,"Blivende, eksisterende fortovsø",2000153,2010-03-01,
parkomat.103,POINT (12.592258508296494 55.67444232422082),135,4458,8340,GRØN,CH,WILDERSGADE,60B,,2000153,2010-03-01,
parkomat.104,POINT (12.592895861777293 55.67483409019331),136,4459,1056,GRØN,CH,BÅDSMANDSSTRÆDE,9,Husmur,2000153,2010-03-01,
parkomat.105,POINT (12.570143400006426 55.68190103639926),137,4482,5220,RØD,NV,NØRRE VOLDGADE,54,,2000164,2010-03-01,
parkomat.106,POINT (12.58692475383952 55.68721463603567),138,4782,5280,GRØN,KA,OLFERT FISCHERS GADE,,,2000166,2010-03-01,
parkomat.107,POINT (12.575328797911673 55.67432516787727),139,5671,5144,RØD,RH,NY VESTERGADE,11,Eksisterende fortovsø,2000178,2010-03-01,
parkomat.108,POINT (12.58602239179735 55.693703989150116),140,5954,3960,GRØN,RA,KRISTIANIAGADE,4,,2000182,2010-03-01,
parkomat.109,POINT (12.587193351493541 55.69446777847769),141,5956,3960,GRØN,RA,KRISTIANIAGADE,10,,2000182,2010-03-01,
parkomat.110,POINT (12.587669531355212 55.69505882633604),142,5957,3960,GRØN,RA,KRISTIANIAGADE,9,Husmur,2000182,2010-03-01,
parkomat.111,POINT (12.588042551897555 55.694999875449525),143,5958,3960,GRØN,RA,KRISTIANIAGADE,14,,2000182,2010-03-01,
parkomat.112,POINT (12.588662690457273 55.69572111653638),144,5959,3960,GRØN,RA,KRISTIANIAGADE,,,2000182,2010-03-01,
parkomat.113,POINT (12.589509327787182 55.696012958292265),145,5960,3960,GRØN,RA,KRISTIANIAGADE,20,,2000182,2010-03-01,
parkomat.114,POINT (12.586816825413887 55.69297581142189),146,5961,8572,GRØN,RA,ØSTBANEGADE,1,,2000182,2010-03-01,
parkomat.115,POINT (12.58779164021431 55.693492125332455),147,5962,8572,GRØN,RA,ØSTBANEGADE,7,,2000182,2010-03-01,
parkomat.116,POINT (12.588923395642414 55.69418182357307),148,5963,8572,GRØN,RA,ØSTBANEGADE,11,,2000182,2010-03-01,
parkomat.117,POINT (12.58986927830794 55.69476066788212),149,5964,8572,GRØN,RA,ØSTBANEGADE,15,,2000182,2010-03-01,
parkomat.118,POINT (12.59025945791987 55.69557558143303),150,5965,8572,GRØN,RA,ØSTBANEGADE,19,,2000182,2010-03-01,
parkomat.119,POINT (12.586817290407364 55.693680305699345),151,5966,7656,GRØN,RA,TRONDHJEMSGADE,3,,2000182,2010-03-01,
parkomat.120,POINT (12.587885082333267 55.69433053290686),152,5967,7656,GRØN,RA,TRONDHJEMSGADE,9,,2000182,2010-03-01,
parkomat.121,POINT (12.588742065619735 55.694651164140446),153,5968,7656,GRØN,RA,TRONDHJEMSGADE,10,,2000182,2010-03-01,
parkomat.122,POINT (12.589665472304002 55.69529252584557),154,5969,6828,GRØN,RA,STAVANGERGADE,4,,2000182,2010-03-01,2012-01-17
parkomat.123,POINT (12.590345603078813 55.69628458307746),155,5970,1984,GRØN,RA,FRIDTJOF NANSENS PL,3,,2000182,2010-03-01,
parkomat.124,POINT (12.561656041968568 55.67968515272316),156,4094,5128,GRØN,VP,NYROPSGADE,5,,2000179,2010-03-01,
parkomat.125,POINT (12.572866787884173 55.671103300142605),157,4095,5336,GRØN,RH,OTTO MØNSTEDS GADE,5,,2000179,2010-03-01,
parkomat.126,POINT (12.574738361831583 55.67076444100846),158,4096,2548,GRØN,RH,HAMBROSGADE,8,,2000179,2010-03-01,
parkomat.127,POINT (12.573869555391 55.67191450961366),159,4098,5660,GRØN,RH,PUGGAARDSGADE,5,"Blivende, eksisterende fortovsø",2000179,2010-03-01,
parkomat.128,POINT (12.575049165144163 55.67114861389061),160,4099,5660,GRØN,RH,PUGGAARDSGADE,16,,2000179,2010-03-01,
parkomat.129,POINT (12.575414192600979 55.67118528440272),161,4100,5660,GRØN,RH,PUGGAARDSGADE,15,,2000179,2010-03-01,
parkomat.130,POINT (12.574284501413072 55.67132348889109),162,4101,6056,GRØN,RH,RYSENSTEENSGADE,14,Husmur,2000179,2010-03-01,
parkomat.131,POINT (12.562003667931407 55.67469644368167),1,4105,8208,GRØN,VP,VESTER FARIMAGSGADE,3,,2000179,2010-03-01,
parkomat.132,POINT (12.560650573628998 55.67400322051913),2,2880,7652,GRØN,VP,TROMMESALEN,7,,2000151,2010-03-01,
parkomat.133,POINT (12.560882706780905 55.674062939744665),3,4103,7652,GRØN,VP,TROMMESALEN,2,,2000151,2010-03-01,
parkomat.134,POINT (12.561348403401713 55.675959905803275),4,2881,2832,GRØN,VP,HERHOLDTSGADE,1,,2000179,2010-03-01,
parkomat.135,POINT (12.592124397951352 55.682847205185155),5,3136,0128,GRØN,KN,AMALIEGADE,13,,2000167,2010-03-01,
parkomat.136,POINT (12.59192197781732 55.682294216745554),6,3137,0128,GRØN,KN,AMALIEGADE,10,,2000167,2010-03-01,
parkomat.137,POINT (12.56214428278955 55.67924988374986),7,3138,1216,GRØN,VP,DAHLERUPSGADE,6,"Blivende, eksisterende fortovsø",2000179,2010-03-01,
parkomat.138,POINT (12.576918000157256 55.67448291804719),8,3139,1956,GRØN,RH,FREDERIKSHOLMS KANAL,18,"Blivende, eksisterende fortovsø",2000169,2010-03-01,
parkomat.139,POINT (12.577743555901538 55.673840222874),9,4006,1956,GRØN,RH,FREDERIKSHOLMS KANAL,22,,2000169,2010-03-01,
parkomat.140,POINT (12.57822265152393 55.67399130305309),10,4119,1956,GRØN,RH,FREDERIKSHOLMS KANAL,21,"Blivende, eksisterende fortovsø",2000169,2010-03-01,
parkomat.141,POINT (12.578817310820734 55.67346806759192),11,4120,1956,GRØN,RH,FREDERIKSHOLMS KANAL,,"Blivende, eksisterende fortovsø",2000169,2010-03-01,
parkomat.142,POINT (12.57946922746591 55.67292615772597),12,4121,1956,GRØN,RH,FREDERIKSHOLMS KANAL,,"Blivende, eksisterende fortovsø",2000169,2010-03-01,
parkomat.143,POINT (12.578699435209058 55.673041097337816),13,4007,1956,GRØN,RH,FREDERIKSHOLMS KANAL,28C,Ny fortovsø,2000169,2010-03-01,
parkomat.144,POINT (12.556863429029676 55.674049582801125),14,3140,2096,GRØN,VP,GAMMEL KONGEVEJ,15,,2000151,2010-03-01,
parkomat.145,POINT (12.556874576733748 55.673845919508885),15,4343,2096,GRØN,VP,GAMMEL KONGEVEJ,15,,2000151,2010-03-01,
parkomat.146,POINT (12.558889231830339 55.67446296816567),16,4342,2096,GRØN,VP,GAMMEL KONGEVEJ,,Øvrige,2000151,2010-03-01,
parkomat.147,POINT (12.555397341900319 55.67386912641818),17,3151,2096,GRØN,VP,GAMMEL KONGEVEJ,,,2000151,2010-03-01,
parkomat.148,POINT (12.562172816524862 55.680656814309415),18,3141,2452,GRØN,NV,GYLDENLØVESGADE,,"Blivende, eksisterende fortovsø",2000164,2010-03-01,
parkomat.149,POINT (12.563513169204077 55.678267788082216),19,3149,6824,GRØN,VP,STAUNINGS PLADS,,Eksisterende fortovsø,2000179,2010-03-01,
parkomat.150,POINT (12.562057803127711 55.67684041278786),20,3150,8208,GRØN,VP,VESTER FARIMAGSGADE,19,"Blivende, eksisterende fortovsø",2000179,2010-03-01,
parkomat.151,POINT (12.576970971460229 55.676732879338815),21,3437,5096,RØD,RH,NYBROGADE,8,,2000169,2010-03-01,
parkomat.152,POINT (12.576070742885722 55.67615883769228),22,3438,5096,RØD,RH,NYBROGADE,22,,2000169,2010-03-01,
parkomat.153,POINT (12.593448317529464 55.68085194758895),23,4163,6232,GRØN,KN,SKT ANNÆ PLADS,28,Inventarzone,2000167,2010-03-01,
parkomat.154,POINT (12.591974532066196 55.68157854231185),24,4162,6232,GRØN,KN,SKT ANNÆ PLADS,15B,,2000167,2010-03-01,
parkomat.155,POINT (12.59028704208352 55.68202843471642),25,4161,6232,GRØN,KN,SKT ANNÆ PLADS,11,,2000167,2010-03-01,
parkomat.156,POINT (12.589580578703515 55.681886042060704),26,4159,6232,GRØN,KN,SKT ANNÆ PLADS,4,,2000167,2010-03-01,
parkomat.157,POINT (12.591126829337888 55.68147139038072),27,4158,6232,GRØN,KN,SKT ANNÆ PLADS,10,,2000167,2010-03-01,
parkomat.158,POINT (12.569446977317021 55.67478128928752),28,3510,0148,GRØN,RH,H C ANDERSENS BOULEVARD,,,2000179,2010-03-01,
parkomat.159,POINT (12.571150862167615 55.674316936716124),29,3512,0148,GRØN,RH,H C ANDERSENS BOULEVARD,23,"Blivende, eksisterende fortovsø",2000179,2010-03-01,
parkomat.160,POINT (12.576114008591729 55.671336878924414),30,4136,0148,GRØN,RH,H C ANDERSENS BOULEVARD,48,Husmur,2000179,2010-03-01,
parkomat.161,POINT (12.570048170859872 55.67258699558836),31,3514,7444,GRØN,RH,TIETGENSGADE,,,2000179,2010-03-01,
parkomat.162,POINT (12.564568979643068 55.670493372617535),32,4405,7444,GRØN,VP,TIETGENSGADE,64,,2000179,2010-03-01,
parkomat.163,POINT (12.57863219837177 55.68285488042016),292,2877,4552,RØD,KN,LØNPORTEN,2,"Blivende, eksisterende fortovsø",2000151,2010-03-01,
parkomat.164,POINT (12.579455002850676 55.683140817612646),293,4245,2272,RØD,KN,GOTHERSGADE,53,,2000151,2010-03-01,
parkomat.165,POINT (12.577239406730325 55.683716398239824),294,4246,2272,RØD,NV,GOTHERSGADE,95,,2000151,2010-03-01,
parkomat.166,POINT (12.576135109812181 55.68384073195166),295,4247,2272,RØD,NV,GOTHERSGADE,107,,2000151,2010-03-01,
parkomat.167,POINT (12.575412487164837 55.684191397100754),296,4249,2272,RØD,NV,GOTHERSGADE,-,Inventarzone,2000151,2010-03-01,
parkomat.168,POINT (12.575277673450646 55.6835114889162),297,3885,8628,RØD,NV,ÅBENRÅ,31,Eksisterende fortovsø,2000151,2010-03-01,
parkomat.169,POINT (12.57638531209379 55.68313640500777),298,3886,8628,RØD,NV,ÅBENRÅ,24,"Blivende, eksisterende fortovsø",2000151,2010-03-01,
parkomat.170,POINT (12.57744146652769 55.68271844759653),299,3859,4100,RØD,NV,LANDEMÆRKET,29,"Blivende, eksisterende fortovsø",2000151,2010-03-01,
parkomat.171,POINT (12.576278524775692 55.681963872309716),300,3857,4100,RØD,NV,LANDEMÆRKET,11,,2000151,2010-03-01,
parkomat.172,POINT (12.578014818298215 55.68270936226827),301,3882,8412,RØD,KN,VOGNMAGERGADE,10,"Blivende, eksisterende fortovsø",2000151,2010-03-01,
parkomat.173,POINT (12.575401202419686 55.682344862405394),302,3873,5668,RØD,NV,PUSTERVIG,10,,2000151,2010-03-01,
parkomat.174,POINT (12.575372465160696 55.68288300580582),303,2874,2680,RØD,NV,HAUSER PLADS,1,"Blivende, eksisterende fortovsø",2000151,2010-03-01,
parkomat.175,POINT (12.574029847418354 55.68334457893451),304,3875,5916,RØD,NV,ROSENBORGGADE,8,,2000151,2010-03-01,
parkomat.176,POINT (12.574462139363877 55.683771457701155),305,3874,5916,RØD,NV,ROSENBORGGADE,15,,2000151,2010-03-01,
parkomat.177,POINT (12.57468873047837 55.68545086181168),306,4051,8612,GRØN,NV,ØSTER VOLDGADE,-,,2000164,2010-03-01,
parkomat.178,POINT (12.569118793483735 55.68414088011434),307,4063,3310,GRØN,NV,ISRAELS PLADS,-,Eksisterende fortovsø,2000151,2010-03-01,
parkomat.179,POINT (12.581639626635386 55.68367036849194),308,4306,3996,GRØN,KN,KRONPRINSESSEGADE,18,Eksisterende fortovsø,2000151,2010-03-01,
parkomat.180,POINT (12.582072888092139 55.68418072226835),309,4307,3996,GRØN,KN,KRONPRINSESSEGADE,26,Eksisterende fortovsø,2000166,2010-03-01,
parkomat.181,POINT (12.584860355134026 55.685557928735506),310,4208,7280,GRØN,KN,SØLVGADE,13,"Blivende, eksisterende fortovsø",2000151,2010-03-01,
parkomat.182,POINT (12.586745634169565 55.685582762294175),311,1594,0716,GRØN,KN,BORGERGADE,27,"Blivende, eksisterende fortovsø",2000151,2010-03-01,
parkomat.183,POINT (12.586320456256185 55.68607974351732),312,4224,3736,GRØN,KA,KLERKEGADE,-,"Blivende, eksisterende fortovsø",2000151,2010-03-01,
parkomat.184,POINT (12.585499717576374 55.68626898781642),313,4211,0024,GRØN,KA,ADELGADE,2,,2000151,2010-03-01,
parkomat.185,POINT (12.582872987598769 55.68290522140173),314,4302,0024,GRØN,KN,ADELGADE,10,,2000151,2010-03-01,
parkomat.186,POINT (12.584081545701492 55.684575850864704),315,4210,0024,GRØN,KN,ADELGADE,-,,2000166,2010-03-01,
parkomat.187,POINT (12.583925713101753 55.684393519253796),316,4209,1356,GRØN,KN,DR. TVÆRGADE,43,,2000166,2010-03-01,
parkomat.188,POINT (12.590210767641882 55.68593604226355),317,4181,1916,GRØN,KA,FREDERICIAGADE,26,,2000151,2010-03-01,
parkomat.189,POINT (12.588811417617885 55.68618580333544),318,4217,1916,GRØN,KA,FREDERICIAGADE,-,,2000151,2010-03-01,
