FID,wkb_geometry,id,parkomat_id,vejkode,p_zone,beboer_zone,vejnavn,husnr,placering,ejerlavkode,opret_dato,ret_dato
parkomat.800,POINT (12.56113868560115 55.692598367383624),665,1056,5188,BLÅ,IN,NØRRE ALLÉ,2,,2000173,2010-03-01,
parkomat.801,POINT (12.561110550238617 55.691789442616546),666,1055,5188,BLÅ,IN,NØRRE ALLÉ,1,,2000173,2010-03-01,
parkomat.802,POINT (12.5608406739875 55.6919626341557),667,1057,0068,BLÅ,IN,AHORNSGADE,4,,2000173,2010-03-01,
parkomat.803,POINT (12.560965227270103 55.69308907038481),668,1059,5188,BLÅ,IN,NØRRE ALLÉ,21,,2000173,2010-03-01,
parkomat.804,POINT (12.561060821060094 55.69392903295797),669,1060,5188,BLÅ,IN,NØRRE ALLÉ,27,Husmur,2000173,2010-03-01,
parkomat.805,POINT (12.56136099252388 55.69385032872132),670,1061,5188,BLÅ,IN,NØRRE ALLÉ,,Øvrige,2000173,2010-03-01,
parkomat.806,POINT (12.561483865743432 55.69485711694852),671,1062,5188,BLÅ,IN,NØRRE ALLÉ,20,,2000173,2010-03-01,
parkomat.807,POINT (12.561206445510543 55.69517302674355),672,1063,5188,BLÅ,IN,NØRRE ALLÉ,8,,2000173,2010-03-01,
parkomat.808,POINT (12.560075665599843 55.69342265309695),673,1064,4892,BLÅ,IN,MØLLEGADE,34,,2000173,2010-03-01,
parkomat.809,POINT (12.558997091211909 55.69289903412953),674,1065,4892,BLÅ,IN,MØLLEGADE,33,,2000173,2010-03-01,
parkomat.810,POINT (12.558127629887384 55.6923462021398),675,1067,4892,BLÅ,IN,MØLLEGADE,27,,2000173,2010-03-01,
parkomat.811,POINT (12.559553616726047 55.69198158707231),676,1066,5564,BLÅ,IN,POPPELGADE,2,Husmur,2000173,2010-03-01,
parkomat.812,POINT (12.557428637382055 55.6919490660131),677,1068,2404,BLÅ,IN,GULDBERGSGADE,26,,2000173,2010-03-01,
parkomat.813,POINT (12.558483964144168 55.69137453045443),678,1069,2404,BLÅ,IN,GULDBERGSGADE,,,2000173,2010-03-01,
parkomat.814,POINT (12.558176640379004 55.69070358804628),679,1070,0508,BLÅ,IN,BIRKEGADE,10,,2000173,2010-03-01,
parkomat.815,POINT (12.558544292160798 55.69060695494183),680,1071,1448,BLÅ,IN,EGEGADE,7,,2000173,2010-03-01,
parkomat.816,POINT (12.559358153907356 55.690174843009544),681,1072,1504,BLÅ,IN,ELMEGADE,21,,2000173,2010-03-01,
parkomat.817,POINT (12.55795256130439 55.68956735889455),682,1073,1504,BLÅ,IN,ELMEGADE,5,,2000173,2010-03-01,
parkomat.818,POINT (12.55562254235572 55.68998056406828),683,1074,5192,BLÅ,IN,NØRREBROGADE,58,,2000173,2010-03-01,
parkomat.819,POINT (12.55613278317843 55.68970537818738),684,1075,5192,BLÅ,IN,NØRREBROGADE,52,,2000173,2010-03-01,
parkomat.820,POINT (12.558284470123079 55.688893519236615),685,1076,5192,BLÅ,IN,NØRREBROGADE,34,Husmur,2000173,2010-03-01,
parkomat.821,POINT (12.563202663356849 55.687959149910604),686,1077,6740,BLÅ,IN,SORTEDAM DOSSERING,5C,,2000173,2010-03-01,
parkomat.822,POINT (12.56288049287774 55.688590919230734),687,1078,5748,BLÅ,IN,RAVNSBORG TVÆRGADE,5,,2000173,2010-03-01,
parkomat.823,POINT (12.564237148890255 55.688743767720034),688,1079,6740,BLÅ,IN,SORTEDAM DOSSERING,15,,2000173,2010-03-01,
parkomat.824,POINT (12.564107252447135 55.689364472953685),689,1080,6240,BLÅ,IN,SANKT HANS GADE,5,,2000173,2010-03-01,
parkomat.825,POINT (12.564743625992033 55.68974294886455),690,1082,6312,BLÅ,IN,SCHLEPPEGRELLSGADE,3,,2000173,2010-03-01,
parkomat.826,POINT (12.56541392152953 55.69022798376575),691,1084,4532,BLÅ,IN,LÆSSØESGADE,1B,,2000173,2010-03-01,
parkomat.827,POINT (12.564808892762851 55.69072597958082),692,1083,6040,BLÅ,IN,RYESGADE,7,,2000173,2010-03-01,
parkomat.828,POINT (12.564242144761984 55.690184195857285),693,1081,6040,BLÅ,IN,RYESGADE,6,,2000173,2010-03-01,
parkomat.829,POINT (12.5660921437351 55.6914051585029),694,1085,6040,BLÅ,IN,RYESGADE,20,,2000173,2010-03-01,
parkomat.830,POINT (12.566931172425047 55.69195662018589),695,1086,6040,BLÅ,IN,RYESGADE,22,,2000173,2010-03-01,
parkomat.831,POINT (12.56772044333382 55.692631341141265),696,1087,6040,BLÅ,IN,RYESGADE,31A,,2000173,2010-03-01,
parkomat.832,POINT (12.563665399695399 55.69111970364785),697,1088,4532,BLÅ,IN,LÆSSØESGADE,17,,2000173,2010-03-01,
parkomat.833,POINT (12.562232783071028 55.690354306705046),698,1089,6240,BLÅ,IN,SANKT HANS GADE,22,Husmur,2000173,2010-03-01,
parkomat.834,POINT (12.563268939388356 55.68970931363783),699,1090,5744,BLÅ,IN,RAVNSBORGGADE,23,,2000173,2010-03-01,
parkomat.835,POINT (12.562425169227554 55.68904181181135),700,1091,5744,BLÅ,IN,RAVNSBORGGADE,17,,2000173,2010-03-01,
parkomat.836,POINT (12.561506605999616 55.68803846185171),701,1092,5744,BLÅ,IN,RAVNSBORGGADE,4,Husmur,2000173,2010-03-01,
parkomat.837,POINT (12.5548135890372 55.69395016685604),702,1093,2404,BLÅ,IN,GULDBERGSGADE,,,2000173,2010-03-01,
parkomat.838,POINT (12.555115875572879 55.693544552218206),703,1094,2404,BLÅ,IN,GULDBERGSGADE,55A,,2000173,2010-03-01,
parkomat.839,POINT (12.556042993449191 55.692959624212484),704,1095,2404,BLÅ,IN,GULDBERGSGADE,,,2000173,2010-03-01,
parkomat.840,POINT (12.556487874303143 55.69225439330453),705,1096,2404,BLÅ,IN,GULDBERGSGADE,29,,2000173,2010-03-01,
parkomat.841,POINT (12.55661925281603 55.691200980722755),706,1097,4892,BLÅ,IN,MØLLEGADE,12,,2000173,2010-03-01,
parkomat.842,POINT (12.555887811942402 55.69086853946739),707,1098,4892,BLÅ,IN,MØLLEGADE,9,,2000173,2010-03-01,
parkomat.843,POINT (12.555254320405105 55.69103245095011),708,1099,5492,BLÅ,IN,PETER FABERS GADE,7,,2000173,2010-03-01,
parkomat.844,POINT (12.556551916657133 55.69172325030167),709,1100,5492,BLÅ,IN,PETER FABERS GADE,40,,2000173,2010-03-01,
parkomat.845,POINT (12.555077231201444 55.6927115885504),710,1101,4688,BLÅ,IN,MEINUNGSGADE,36,,2000173,2010-03-01,
parkomat.846,POINT (12.554367897895567 55.69231115085305),711,1102,4688,BLÅ,IN,MEINUNGSGADE,26,,2000173,2010-03-01,
parkomat.847,POINT (12.553092003960272 55.691659131168514),712,1103,4688,BLÅ,IN,MEINUNGSGADE,1,,2000173,2010-03-01,
parkomat.848,POINT (12.554339275452035 55.69106835399008),713,1104,5192,BLÅ,IN,NØRREBROGADE,66A,,2000173,2010-03-01,2012-08-01
parkomat.849,POINT (12.552564036332152 55.69202154160308),714,1105,5192,BLÅ,IN,NØRREBROGADE,84,,2000173,2010-03-01,
parkomat.850,POINT (12.553578027800109 55.69254670186269),715,1106,5406,BLÅ,IN,pRINSESSE CHARLOTTES GADE,10,,2000173,2010-03-01,2011-04-15
parkomat.851,POINT (12.55248380249426 55.6933266438848),716,1107,6408,BLÅ,IN,PRINSESSE CHARLOTTES GADE,14,Husmur,2000173,2010-03-01,2011-04-15
parkomat.852,POINT (12.55159616180485 55.69262073651617),717,1108,5192,BLÅ,IN,NØRREBROGADE,94,,2000173,2010-03-01,
parkomat.853,POINT (12.549792488240275 55.69387716081641),718,1109,2032,BLÅ,IN,FYENSGADE,4,,2000173,2010-03-01,
parkomat.854,POINT (12.550698574662292 55.69431558167064),719,1110,5604,BLÅ,IN,PRINSESSE CHARLOTTES GADE,47,,2000173,2010-03-01,
parkomat.855,POINT (12.551682863949889 55.693859224818546),720,1112,5604,BLÅ,IN,PRINSESSE CHARLOTTES GADE,28,,2000173,2010-03-01,
parkomat.856,POINT (12.550285871385151 55.69475209044479),721,1111,5604,BLÅ,IN,PRINSESSE CHARLOTTES GADE,42,,2000173,2010-03-01,
parkomat.857,POINT (12.553600459571365 55.69390117108387),722,1113,6408,BLÅ,IN,SJÆLLANDSGADE,,,2000173,2010-03-01,
parkomat.858,POINT (12.553081802427794 55.6945323001345),723,1114,7808,BLÅ,IN,UDBYGADE,7,,2000173,2010-03-01,
parkomat.859,POINT (12.552646433476749 55.69508521310337),724,1115,7808,BLÅ,IN,UDBYGADE,15,,2000173,2010-03-01,
parkomat.860,POINT (12.552708798428938 55.69409862383791),725,1116,6908,BLÅ,IN,STEVNSGADE,6,,2000173,2010-03-01,
parkomat.861,POINT (12.552012936039729 55.69475690139768),726,1117,6908,BLÅ,IN,STEVNSGADE,16,,2000173,2010-03-01,
parkomat.862,POINT (12.551682672763484 55.695402673546475),727,1118,6908,BLÅ,IN,STEVNSGADE,22,,2000173,2010-03-01,
parkomat.863,POINT (12.553425730468637 55.69554622291824),728,1119,2404,BLÅ,IN,GULDBERGSGADE,82,,2000173,2010-03-01,
parkomat.864,POINT (12.554021057630138 55.69473497643382),729,1120,2404,BLÅ,IN,GULDBERGSGADE,72,,2000173,2010-03-01,
parkomat.865,POINT (12.57833899209813 55.698240159753865),730,2121,8580,BLÅ,RA,ØSTERBROGADE,21,,2000173,2010-03-01,
parkomat.866,POINT (12.57734982056684 55.698175091443844),731,2122,6040,BLÅ,FP,RYESGADE,121,,2000173,2010-03-01,
parkomat.867,POINT (12.576632438695254 55.69767053001478),732,2123,6040,BLÅ,FP,RYESGADE,116,,2000173,2010-03-01,
parkomat.868,POINT (12.57520270387819 55.69717535082352),733,2124,6040,BLÅ,FP,RYESGADE,105,,2000173,2010-03-01,
parkomat.869,POINT (12.57461023512256 55.69660971020838),734,2125,3980,BLÅ,FP,KROGHSGADE,6,,2000173,2010-03-01,
parkomat.870,POINT (12.57354052194533 55.69622575509686),735,2126,2724,BLÅ,FP,HEDEMANNSGADE,8,,2000173,2010-03-01,
parkomat.871,POINT (12.572750432055475 55.696029643114436),736,2127,6040,BLÅ,FP,RYESGADE,89,,2000173,2010-03-01,
parkomat.872,POINT (12.571956025113561 55.69525169463652),737,2128,6040,BLÅ,FP,RYESGADE,80,,2000173,2010-03-01,
parkomat.873,POINT (12.572522023384678 55.6943034890624),738,2129,6740,BLÅ,FP,SORTEDAM DOSSERING,63B,,2000173,2010-03-01,
parkomat.874,POINT (12.571721972949529 55.69362364402046),739,2130,6740,BLÅ,FP,SORTEDAM DOSSERING,59,,2000173,2010-03-01,
parkomat.875,POINT (12.570587431102817 55.69291110684987),740,2131,6740,BLÅ,FP,SORTEDAMS DOSSERING,55,,2000173,2010-03-01,
parkomat.876,POINT (12.569117284165527 55.69360863649382),741,2132,6040,BLÅ,FP,RYESGADE,49,,2000173,2010-03-01,
parkomat.877,POINT (12.570349686267942 55.69334970748111),742,2133,4436,BLÅ,FP,LUNDINGSGADE,3,,2000173,2010-03-01,
parkomat.878,POINT (12.570367046760623 55.694375662383244),743,2134,6040,BLÅ,FP,RYESGADE,61,,2000173,2010-03-01,
parkomat.879,POINT (12.564925940697606 55.69282647010127),744,1135,0600,BLÅ,IN,BLEGDAMSVEJ,30,,2000173,2010-03-01,
parkomat.880,POINT (12.563941945607086 55.69228386791877),745,1136,0600,BLÅ,IN,BLEGDAMSVEJ,18,,2000173,2010-03-01,
parkomat.881,POINT (12.562874207159908 55.691715508601696),746,1137,0600,BLÅ,IN,BLEGDAMSVEJ,10,,2000173,2010-03-01,
parkomat.882,POINT (12.56176955090722 55.69110804503486),747,1138,0600,BLÅ,IN,BLEGDAMSVEJ,6A,,2000173,2010-03-01,
parkomat.883,POINT (12.562469689557792 55.691719725746246),748,1139,0600,BLÅ,IN,BLEGDAMSVEJ,1A,,2000173,2010-03-01,
parkomat.884,POINT (12.5636783421739 55.69236526794623),749,1140,0600,BLÅ,IN,BLEGDAMSVEJ,3A,,2000173,2010-03-01,
parkomat.885,POINT (12.564942846695288 55.69304034382868),750,1141,0600,BLÅ,IN,BLEGDAMSVEJ,3C,,2000173,2010-03-01,
parkomat.886,POINT (12.568266182602205 55.69479396416344),751,2142,0600,BLÅ,FP,BLEGDAMSVEJ,,,2000173,2010-03-01,
parkomat.887,POINT (12.56918137066612 55.69532707271835),752,2143,0600,BLÅ,FP,BLEGDAMSVEJ,,,2000173,2010-03-01,
parkomat.888,POINT (12.567889446166049 55.69438502041607),753,2154,0600,BLÅ,FP,BLEGDAMSVEJ,58,,2000173,2010-03-01,
parkomat.889,POINT (12.569128168056363 55.695064821128206),754,2153,0600,BLÅ,FP,BLEGDAMSVEJ,70,,2000173,2010-03-01,
parkomat.890,POINT (12.566615785288713 55.69482309163238),755,2155,3432,BLÅ,FP,JULIANE MARIES VEJ,12,,2000173,2010-03-01,
parkomat.891,POINT (12.56534899454322 55.69558278459137),756,2156,3432,BLÅ,FP,JULIANE MARIES VEJ,12,,2000173,2010-03-01,
parkomat.892,POINT (12.564024154541782 55.69637785542208),757,2157,3432,BLÅ,FP,JULIANE MARIES VEJ,16,,2000173,2010-03-01,
parkomat.893,POINT (12.562731948907105 55.697150590550144),758,2158,3432,BLÅ,FP,JULIANE MARIES VEJ,-,Øvrige,2000173,2010-03-01,
parkomat.894,POINT (12.570808526352968 55.695898496438964),759,2152,0600,BLÅ,FP,BLEGDAMSVEJ,80,,2000173,2010-03-01,
parkomat.895,POINT (12.570175546693735 55.69580749271093),760,2144,0600,BLÅ,FP,BLEGDAMSVEJ,9,,2000173,2010-03-01,
parkomat.896,POINT (12.566635441808453 55.69840290634903),761,2160,1920,BLÅ,FP,FREDERIK V?s VEJ,11,,2000173,2010-03-01,
parkomat.897,POINT (12.567515239273016 55.69787222379273),762,2161,1920,BLÅ,FP,FREDERIK V?s VEJ,7,,2000173,2010-03-01,
parkomat.898,POINT (12.569933611302904 55.696420786394754),763,2163,1920,BLÅ,FP,FREDERIK V?s VEJ,5,,2000173,2010-03-01,
parkomat.899,POINT (12.565305456086007 55.69920023839507),764,2159,1929,BLÅ,FP,FREDERIK V?s VEJ,19,,2000173,2010-03-01,
parkomat.900,POINT (12.571597724470564 55.69657098494879),765,2145,0600,BLÅ,FP,BLEGDAMSVEJ,17,,2000173,2010-03-01,
parkomat.901,POINT (12.572000579304222 55.69656572589725),766,2151,0600,BLÅ,FP,BLEGDAMSVEJ,88,,2000173,2010-03-01,
parkomat.902,POINT (12.573200731741444 55.69724382497197),767,2150,0600,BLÅ,FP,BLEGDAMSVEJ,104A,,2000173,2010-03-01,
parkomat.903,POINT (12.573667512332044 55.69770614124757),768,2146,0600,BLÅ,FP,BLEGDAMSVEJ,23,,2000173,2010-03-01,
parkomat.904,POINT (12.574607396872716 55.697989787623136),769,2149,0600,BLÅ,FP,BLEGDAMSVEJ,118,,2000173,2010-03-01,
parkomat.905,POINT (12.57529776970152 55.69857113855871),770,2147,0600,BLÅ,FP,BLEGDAMSVEJ,31,,2000173,2010-03-01,
parkomat.906,POINT (12.57572309197656 55.69856381944027),771,2148,0600,BLÅ,FP,BLEGDAMSVEJ,128,,2000173,2010-03-01,
parkomat.907,POINT (12.546444868489003 55.687281055038675),772,1164,2816,BLÅ,IN,HENRIK RUNGS GADE,1,,2000173,2010-03-01,
parkomat.908,POINT (12.546373792697763 55.6861561682),773,1166,2816,BLÅ,IN,HENRIK RUNGS GADE,18,,2000173,2010-03-01,
parkomat.909,POINT (12.545727270005738 55.68659445520873),774,1165,2588,BLÅ,IN,HANS EGEDES GADE,21,,2000173,2010-03-01,
parkomat.910,POINT (12.547329506509053 55.68725564760335),775,1167,5724,BLÅ,IN,RANTZAUSGADE,45,,2000173,2010-03-01,
parkomat.911,POINT (12.549190819502224 55.686759804334855),776,1168,5724,BLÅ,IN,RANTZAUSGADE,34B,,2000173,2010-03-01,
parkomat.912,POINT (12.549232173500275 55.68611802755448),777,1169,3468,BLÅ,IN,JÆGERGADE,6,Husmur,2000173,2010-03-01,
parkomat.913,POINT (12.549291966787798 55.685729592223744),778,1170,3468,BLÅ,IN,JÆGERGADE,11,,2000173,2010-03-01,
parkomat.914,POINT (12.549520514436631 55.68528497067267),779,1171,8636,BLÅ,IN,ÅBOULEVARD,-,,2000173,2010-03-01,
parkomat.915,POINT (12.54745076273583 55.685874721662174),780,1172,0864,BLÅ,IN,BROHUSGADE,19,,2000173,2010-03-01,
parkomat.916,POINT (12.547410895272227 55.686749444866365),781,1173,0864,BLÅ,IN,BROHUSGADE,6,,2000173,2010-03-01,
parkomat.917,POINT (12.54579053344817 55.687809233766174),782,1174,5724,BLÅ,IN,RANTZAUSGADE,51,,2000173,2010-03-01,
parkomat.918,POINT (12.545021057504998 55.688766109393946),783,1175,2588,BLÅ,IN,HANS EGEDES GADE,7,,2000173,2010-03-01,
parkomat.919,POINT (12.578720888304055 55.663990399302314),1088,8050,2528,BLÅ,IB,HALFDANSGADE,18,,2000151,2010-03-01,
parkomat.920,POINT (12.578509208312356 55.66425580976014),1089,8051,2528,BLÅ,IB,HALFDANSGADE,27,,2000151,2010-03-01,
parkomat.921,POINT (12.577268014031599 55.664636785184335),1090,8052,2528,BLÅ,IB,HALFDANSGADE,6,,2000151,2010-03-01,
parkomat.922,POINT (12.575806091077519 55.6652565637882),1091,8053,2528,BLÅ,IB,HALFDANSGADE,,,2000151,2010-03-01,
parkomat.923,POINT (12.575320368726379 55.665581712427354),1092,8054,3300,BLÅ,IB,ISLANDS BRYGGE,33,,2000151,2010-03-01,
parkomat.924,POINT (12.57651909680683 55.66551894964211),1093,8055,6668,BLÅ,IB,BERGTHORASGADE,2,,2000151,2010-03-01,
parkomat.925,POINT (12.576278609578578 55.66476170289374),1094,8056,6668,BLÅ,IB,SNORRESGADE,16,,2000151,2010-03-01,
parkomat.926,POINT (12.576697375364713 55.66417780091721),1095,8057,6668,BLÅ,IB,SNORRESGADE,11,,2000151,2010-03-01,
parkomat.927,POINT (12.576872630719418 55.66349038135323),1096,8058,6668,BLÅ,IB,SNORRESGADE,19,,2000151,2010-03-01,
parkomat.928,POINT (12.577783831036674 55.66291675411014),1097,8059,4208,BLÅ,IB,LEIFSGADE,33,,2000151,2010-03-01,
parkomat.929,POINT (12.578601566397468 55.66311806045504),1098,8060,4208,BLÅ,IB,LEIFSGADE,27,,2000151,2010-03-01,
parkomat.930,POINT (12.578969616697744 55.66348543973808),1099,8061,4208,BLÅ,IB,LEIFSGADE,22,,2000151,2010-03-01,
parkomat.931,POINT (12.579867678177578 55.664080452520054),1100,8062,4208,BLÅ,IB,LEIFSGADE,14,,2000151,2010-03-01,
parkomat.932,POINT (12.580346278255591 55.66455899090154),1101,8063,4208,BLÅ,IB,LEIFSGADE,10,,2000151,2010-03-01,
parkomat.933,POINT (12.581342811647039 55.66499764627771),1102,8064,4208,BLÅ,IB,LEIFSGADE,3,Inventarzone,2000151,2010-03-01,
parkomat.934,POINT (12.574534657024524 55.665036606084804),1103,8065,3300,BLÅ,IB,ISLANDS BRYGGE,37,,2000151,2010-03-01,
parkomat.935,POINT (12.573609300183854 55.66431897027414),1104,8066,3300,BLÅ,IB,ISLANDS BRYGGE,41,,2000151,2010-03-01,
parkomat.936,POINT (12.57385277440352 55.66360292215449),1105,8067,7076,BLÅ,IB,STURLASGADE,,,2000151,2010-03-01,
parkomat.937,POINT (12.574913014010715 55.663353162551935),1106,8068,7076,BLÅ,IB,STURLASGADE,3,,2000151,2010-03-01,
parkomat.938,POINT (12.575690990045533 55.66282249215511),1107,8069,7076,BLÅ,IB,STURLASGADE,12,,2000151,2010-03-01,
parkomat.939,POINT (12.576573444026193 55.66243453438291),1108,8070,3640,BLÅ,IB,KIGKURREN,8B,,2000151,2010-03-01,
parkomat.940,POINT (12.577178202696505 55.66264710421937),1109,8071,3640,BLÅ,IB,KIGKURREN,1,,2000151,2010-03-01,
parkomat.941,POINT (12.577369219791885 55.66193525384624),1110,8072,3640,BLÅ,IB,KIGKURREN,10,,2000151,2010-03-01,
parkomat.942,POINT (12.578409708017533 55.66216948527847),1111,8073,0232,BLÅ,IB,ARTILLERIVEJ,-,,2000151,2010-03-01,
parkomat.943,POINT (12.579365616968174 55.66245722618786),1112,8074,0232,BLÅ,IB,ARTILLERIVEJ,80,Eksisterende fortovsø,2000151,2010-03-01,
parkomat.944,POINT (12.58045402193555 55.66273725205857),1113,8075,0232,BLÅ,IB,ARTILLERIVEJ,70,,2000151,2010-03-01,
parkomat.945,POINT (12.59268179879552 55.66785095321652),1114,8076,8096,BLÅ,SN,VED STADSGRAVEN,15,,2000151,2010-03-01,
parkomat.946,POINT (12.594061972939498 55.66805228216308),1115,8077,8096,BLÅ,SN,VED STADSGRAVEN,9,,2000151,2010-03-01,
parkomat.947,POINT (12.594158824833784 55.667748523607344),1116,8078,8084,BLÅ,SN,VED MØNTEN,13,,2000151,2010-03-01,
parkomat.948,POINT (12.592794469387991 55.66634408521959),1117,8079,0384,BLÅ,SN,BARDENFLETHSGADE,4,,2000151,2010-03-01,
parkomat.949,POINT (12.593611207786664 55.66568881897465),1118,8080,5512,BLÅ,SN,PETER VEDELS GADE,8,,2000151,2010-03-01,
parkomat.950,POINT (12.594493252360197 55.66410080656546),1119,8081,0112,BLÅ,SN,AMAGERFÆLLEDVEJ,41,,2000151,2010-03-01,
parkomat.951,POINT (12.594752152407258 55.664960260249316),1120,8082,0112,BLÅ,SN,AMAGERFÆLLEDVEJ,35,,2000151,2010-03-01,
parkomat.952,POINT (12.596625493245023 55.66804108047546),1121,8084,8028,BLÅ,SN,VED AMAGERPORT,1,,2000151,2010-03-01,
parkomat.953,POINT (12.596280371048573 55.66737242880687),1122,8085,8028,BLÅ,SN,VED AMAGERPORT,3,,2000151,2010-03-01,
parkomat.954,POINT (12.595930047185417 55.666727028373465),1123,8086,8028,BLÅ,SN,VED AMAGERPORT,20,Inventarzone,2000151,2010-03-01,
parkomat.955,POINT (12.597667769213981 55.668141493718096),1124,8087,4644,BLÅ,SN,MARKMANDSGADE,2,,2000151,2010-03-01,
parkomat.956,POINT (12.598987288282837 55.668138711893626),1125,8088,4644,BLÅ,SN,MARKMANDSGADE,18,,2000151,2010-03-01,
parkomat.957,POINT (12.598294060524088 55.66781007035725),1126,8089,1820,BLÅ,SN,FLINTERENDEN,6,,2000151,2010-03-01,
parkomat.958,POINT (12.59826983179038 55.668755357880585),1127,8090,8176,BLÅ,SN,VERMLANDSGADE,12,,2000151,2010-03-01,
parkomat.959,POINT (12.599037316790037 55.66868245403683),1128,8091,8176,BLÅ,SN,VERMLANDSGADE,-,,2000151,2010-03-01,
parkomat.960,POINT (12.60185728272443 55.66795530573213),1129,8246,5952,BLÅ,SN,STORE MØLLE VEJ,,,2000151,2010-03-01,
parkomat.961,POINT (12.602371353713508 55.667815091918776),1130,8247,5952,BLÅ,SN,STORE MØLLE VEJ,38,,2000151,2010-03-01,
parkomat.962,POINT (12.600172981254874 55.667444560700616),1131,8244,5952,BLÅ,SN,STORE MØLLE VEJ,9,,2000151,2010-03-01,
parkomat.963,POINT (12.600813648240534 55.66728967736547),1132,8245,5952,BLÅ,SN,STORE MØLLE VEJ,20,,2000151,2010-03-01,
parkomat.964,POINT (12.599397244408134 55.66693633338366),1133,8099,5952,BLÅ,SN,STORE MØLLE VEJ,6,,2000151,2010-03-01,
parkomat.965,POINT (12.598963006014191 55.66702403280004),1134,8100,5952,BLÅ,SN,STORE MØLLE VEJ,5,,2000151,2010-03-01,
parkomat.966,POINT (12.597313068356764 55.66655898548024),1135,8101,7196,BLÅ,SN,SVINGET,4,Ny fortovsø,2000151,2010-03-01,
parkomat.967,POINT (12.597483796751657 55.666483859811315),1136,8102,7196,BLÅ,SN,SVINGET,1,Ny fortovsø,2000151,2010-03-01,
parkomat.968,POINT (12.596820336114424 55.66622197732883),1137,8103,0104,BLÅ,SN,AMAGER BOULEVARD,127,,2000151,2010-03-01,
parkomat.969,POINT (12.596497223105565 55.6654507883243),1138,8104,7196,BLÅ,SN,SVINGET,11,Husmur,2000151,2010-03-01,
parkomat.970,POINT (12.595956635727225 55.66517999407729),1139,8105,7196,BLÅ,SN,SVINGET,20,,2000151,2010-03-01,
parkomat.971,POINT (12.595826344784323 55.664716562525456),1141,8107,7196,BLÅ,SN,SVINGET,15,,2000151,2010-03-01,
parkomat.972,POINT (12.606149558260231 55.66626562753427),1142,8108,1232,BLÅ,SN,DALSLANDSGADE,15,,2000151,2010-03-01,
parkomat.973,POINT (12.604980820507505 55.666929039186215),1143,8109,1232,BLÅ,SN,DALSLANDSGADE,8,,2000151,2010-03-01,
parkomat.974,POINT (12.604034627535757 55.66797268622762),1144,8110,1232,BLÅ,SN,DALSLANDSGADE,,,2000151,2010-03-01,
parkomat.975,POINT (12.602273565010325 55.6675657488469),1145,8111,7856,BLÅ,SN,UPLANDSGADE,34,,2000151,2010-03-01,
parkomat.976,POINT (12.60013148262262 55.666913496066684),1146,8112,7856,BLÅ,SN,UPLANDSGADE,12,,2000151,2010-03-01,
parkomat.977,POINT (12.599210953962547 55.66668479553559),1147,8113,7856,BLÅ,SN,UPLANDSGADE,,,2000151,2010-03-01,
parkomat.978,POINT (12.601291173425725 55.66723467366332),1148,8114,8104,BLÅ,SN,VED SØNDERPORT,,Eksisterende fortovsø,2000151,2010-03-01,
parkomat.979,POINT (12.601824308166087 55.666284422890485),1149,8115,8104,BLÅ,SN,VED SØNDERPORT,-,,2000151,2010-03-01,
parkomat.980,POINT (12.600298834659242 55.665519631736515),1150,8116,8104,BLÅ,SN,VED SØNDERPORT,2,,2000151,2010-03-01,
parkomat.981,POINT (12.600571511565517 55.666287164049116),1151,8117,2988,BLÅ,SN,HOLMBLADSVÆNGE,8,,2000151,2010-03-01,
parkomat.982,POINT (12.595961989272867 55.6661314835702),1152,8118,0104,BLÅ,SN,AMAGER BOULEVARD,122,,2000151,2010-03-01,
parkomat.983,POINT (12.597522932358203 55.665752939629044),1153,8119,0104,BLÅ,SN,AMAGER BOULEVARD,128A,,2000151,2010-03-01,
parkomat.984,POINT (12.598363386034592 55.66522189468481),1154,8120,7844,BLÅ,SN,UNDER ELMENE,11,,2000151,2010-03-01,
parkomat.985,POINT (12.596966118863829 55.66514281861808),1155,8122,3836,BLÅ,SN,KONGEDYBET,10,,2000151,2010-03-01,
parkomat.986,POINT (12.57767612347071 55.702070083687275),919,2367,1068,BLÅ,ÅP,CARL JOHANS GADE,1,,2000173,2010-03-01,
parkomat.987,POINT (12.577240199820775 55.70175378235317),920,2359,8580,BLÅ,ÅP,ØSTERBROGADE,53,,2000173,2010-03-01,
parkomat.988,POINT (12.577600421154084 55.70118126427168),921,2366,8580,BLÅ,ÅP,ØSTERBROGADE,92,,2000173,2010-03-01,
parkomat.989,POINT (12.577312188133583 55.70055220255465),922,2364,8580,BLÅ,ÅP,ØSTERBROGADE,43,,2000173,2010-03-01,
parkomat.990,POINT (12.577618340557269 55.700387335538295),923,2365,8580,BLÅ,ÅP,ØSTERBROGADE,82,,2000173,2010-03-01,
parkomat.991,POINT (12.57675482899092 55.70101387003904),924,2360,5296,BLÅ,ÅP,OLUFSVEJ,5,Husmur,2000173,2010-03-01,
parkomat.992,POINT (12.575069021658985 55.7002086220418),925,2361,5296,BLÅ,ÅP,OLUFSVEJ,43,Husmur,2000173,2010-03-01,
parkomat.993,POINT (12.56881629215345 55.69310614914109),926,2370,7316,BLÅ,FP,SØPASSAAGEN,18,Øvrige,2000173,2010-03-01,
parkomat.994,POINT (12.554270106067898 55.68605096290806),927,1121,2128,BLÅ,IN,GARTNERGADE,4,,2000173,2010-03-01,
